beer_id,beer_name,beer_type,abv,avg_rating,avg_ibu,desc,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
1380,In The Name Of Suffering,IPA - Black / Cascadian Dark Ale,7.1,3.91,60.0,Notes:This black India pale ale is loaded with hops balanced with delicious maltiness. It was brewed with our friends from the great city of New Orleans in the band EyeHateGod.	,32,80,18,125,70,45,1,56,120,17,120
1381,Onyx Black Ale,IPA - Black / Cascadian Dark Ale,5.2,3.58,60.0,Notes:,11,59,5,66,59,13,0,9,40,8,111
1382,Widow Maker Black Ale,IPA - Black / Cascadian Dark Ale,5.2,3.5,60.0,"Notes:Don't let its looks deceive you. Clean and smooth, easy on the hops and easy on the palate; this light bodied ale has a surprising depth of malt flavors with pleasant hints of a smoky molasses.	",12,42,4,31,24,14,0,2,23,8,64
1383,Black Hatter,IPA - Black / Cascadian Dark Ale,5.5,3.71,60.0,Notes:,15,69,23,113,63,70,0,77,142,8,104
1384,B-Craft Black,IPA - Black / Cascadian Dark Ale,8.5,3.88,60.0,"Notes:Massive in every way, B-Craft delivers a complex bundle of flavors with citrus-hop aroma. Moving beyond the massive hop aroma, rich roasted malt flavors of coffee and chocolate move forward only to be checked by an impressive hop bitterness. Texture and flavor dance together so seamlessly that you may need to remind yourself that, while it drinks like a session, it delivers like an assassin.	",6,57,22,89,49,34,0,40,98,9,90
1385,Midnight Hoppyness,IPA - Black / Cascadian Dark Ale,9.5,4.1,60.0,Notes:,12,50,15,78,36,30,0,37,81,17,80
1386,Hop Noir,IPA - Black / Cascadian Dark Ale,7.7,3.81,60.0,"Notes:Hop Noir is a delectable Black IPA, dripping with piney, aromatic Centennial hops. The malt base is dark and rich, anchored by organic black malt. This provides a strong foundation for the extravagant kettle hopping and dry-hopping that this beer experiences. Enjoy with a night-light.98 IBU	",13,60,19,100,59,26,0,37,100,6,96
1387,Goodnight Bodacious,IPA - Black / Cascadian Dark Ale,9.0,4.13,60.0,Notes:,16,64,20,110,30,20,0,18,107,3,94
1388,Barrel Aged Double Shot Double Black,IPA - Black / Cascadian Dark Ale,11.2,4.48,60.0,"Notes:Barrel-Aged Double Shot Double Black Ale is an amped up version of the Duluth brewery’s Cold Press Black Ale with twice the cold press and two doses of whole Madagascar vanilla beans. If that wasn’t enough, Bent Paddle aged the beer for 15 months in bourbon barrels. Keep an eye for more information on when and where to find bottles.	",6,98,45,68,45,2,0,5,12,51,115
1389,Epitome,IPA - Black / Cascadian Dark Ale,10.3,4.29,60.0,"Notes:We don't have many rules at Carton Brewing and those we have we made up for ourselves. In general though, we strive for drinkability through balance and harmonization of flavors. But even self-imposed rules are meant to be broken. With Epitome we decided to embrace the teenage metalhead in each of us and get discordant with a seriously hoppy, high gravity, black ale. The only notions accepted were to make it bigger, bolder, hotter & faster. A Beast. The ABV had to push past 10, the black had to be ""none more,"" and the hops had to be American and piled on like a double bass drum kicking faster and harder. Drink Epitome because things worth doing are worth over doing.https://www.youtube.com/watch?v=FXRy7uocSG8&list=UUnN44_ILc3y0x6WbvjLR1Kg ",7,54,17,66,39,39,2,53,82,3,59
1390,Route Of All Evil Black Ale,IPA - Black / Cascadian Dark Ale,7.5,3.68,60.0,"Notes:A hefty Black Ale with profound malt and hop complexity. Neither Stout nor Porter, it will be its own thing – full-bodied, bold and black. Flavor characteristics of dark chocolate, mocha, molasses and dark fruits. Balanced by piney citrusy notes of Pacific Northwest hops. Full-bodied and uncommonly satisfying at 7.5% alcohol.	",24,97,7,113,68,37,0,39,111,9,111
1391,Lead Feather Black Ale,IPA - Black / Cascadian Dark Ale,6.0,3.94,60.0,"Notes:We’ve finalized a new Black Ale for Half Acre.We can all sit on sun drenched patios and freely spill speed beer down our throats till paid transportation takes us home. You want to squirrel away a couple x-tra pales and head to yoga? No problem, Namaste. But, there are times when fleshy black beer is the only thing that offers the necessary weight. Visiting your uncle’s machine shop to thread some pipe before hitting a dirt track sprint car race….? You might want to digest some Lead Feather Black Ale.The might of big malts and rival hop use give Lead Feather capital dark properties. 6% ABV gives you time, but not at the expense of content.	",20,68,6,94,49,26,0,37,90,10,107
1392,Black Perle Dark India Pale Ale,IPA - Black / Cascadian Dark Ale,9.5,3.85,60.0,"Notes:The first release in the ""Ales from the Dark Side"" series...A dark, roasted twist on the traditional IPA that uses an absurd amount of malt and is ""octo-hopped"" with the German Perle hop. The biggest beer in the RJ Rockers linup to date.	",8,87,25,114,70,16,0,18,105,18,111
1393,Dark Vine Black India Pale Ale,IPA - Black / Cascadian Dark Ale,9.5,3.91,60.0,"Notes:A hoppy black IPA bursting with so much flavor that you might think you’re tasting double. Intensely floral nose, surprisingly light body, and strong bitter finish.	",24,76,28,120,47,45,1,49,137,17,103
1394,Black IPA,IPA - Black / Cascadian Dark Ale,6.2,3.53,60.0,Notes:,19,49,7,93,26,21,0,24,83,4,73
1395,Bludgeon Yer Eye PA,IPA - Black / Cascadian Dark Ale,5.0,3.92,60.0,Notes:,14,71,12,130,27,42,0,49,138,11,76
1396,Blakkr,IPA - Black / Cascadian Dark Ale,9.99,4.11,60.0,Notes:This is the 12oz canned Real Ale version.	,7,83,16,97,52,48,0,48,116,7,82
1397,Black Tuna,IPA - Black / Cascadian Dark Ale,9.5,4.34,60.0,"Notes:Duuuuuuuude...pass that. No, not that. The bottle opener. Thanks man. Yeah. Psssssh so I'm drifting through the galazy and scored this Black IIPA brewed with like kilos like kilos man of this Galaxy strain of hops and like those sweet, sweet nectars of bees. It pairs like so well with Doritos and ice cream sandos. Duuuuuuudeee...let's go to that place with that grilled cheese. What? We already went there tonight? Oh. This is like that time I thought I wrote the Matrix.	",12,71,17,78,76,48,0,78,78,1,66
1398,Hop Heathen,IPA - Black / Cascadian Dark Ale,8.8,4.09,60.0,Notes:,12,93,18,100,51,28,0,43,125,7,108
1399,NetherWorld Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,6.0,3.85,60.0,Notes:Formerly known as Flying Monkeys Netherworld India Pale Porter.35 IBU	,30,72,8,124,46,41,0,53,115,13,111
1400,Foster,IPA - Black / Cascadian Dark Ale,6.5,4.14,60.0,"Notes:Foster is our Black Wheat IPA, brewed with a large percentage of malted wheat and hopped with our favorite American hop varieties.	",23,70,5,106,34,29,0,31,123,6,112
1401,Brut IPA,IPA - Brut,6.2,3.69,30.0,"Notes:This is our Brut IPA, a new take on IPA brewed for a bone dry champagne-style finish. Late hop additions give the beer balanced bitterness and a bright pop of citrus flavor. It's as intriguing as it is drinkable.BITTERING HOPS: SimcoeFINISHING HOPS: Comet, Crystal, Chinook, SimcoeMALTS: Two-row Pale, Wheat, Acidulated25 IBU	",37,15,6,54,13,44,2,43,79,0,26
1402,Enjoy By Brüt IPA,IPA - Brut,9.4,4.02,30.0,"Notes:Listing for all Stone Enjoy By xx.xx.xx Brüt IPA beers.Featured Hops: Nugget, Super Galena, Simcoe, Delta, Target, Amarillo, Cascade, Galaxy, Citra, Nelson Sauvin, Motueka, & Helga.	",40,43,21,97,73,93,5,147,140,11,60
1403,Brut IPA,IPA - Brut,6.5,3.94,30.0,"Notes:Ommegang Brut IPA is brewed with pilsner malt and flaked corn and hopped and dry-hopped with Mandarina Bavaria, Calypso, and Citra varietals, followed by a two-week bottle conditioning process to achieve exceptional levels of carbonation. It pours a light straw color with crystalline clarity. Aromas of dank, resinous pine, grapefruit, and pineapple precede a lively effervescence and a crisp, dry finish.	",59,33,4,69,29,68,2,78,92,7,33
1404,Sparkler,IPA - Brut,7.0,3.98,30.0,"Notes:A brand new Brut, or extra dry, IPA featuring Citra and Mosaic. It's got a beautiful, pungent candy-like and tropical aroma with a light body, mild haze and a low bittnerness on the snappy, effervescent finish.	",61,40,11,52,102,102,1,181,47,6,19
1405,B-43,IPA - Brut,7.0,4.07,30.0,"Notes:Don't freak out! This beer is sediment free. That's on purpose. B-43 uses the same hops as M-43 combined with the brut brewing technique which results in a clear, and dry beer with no sugar and carbs. It's meant to be. That's on purpose. Enjoy! 65 IBU	",43,25,6,37,54,68,0,107,50,8,9
1406,Civilized Brut IPA,IPA - Brut,6.0,3.86,30.0,"Notes:Like a fine Brut Champagne, Founders latest IPA is brilliantly clear, highly effervescent, and refreshingly dry. Designed for a more sophisticated IPA drinker, Civilized Brut has a clean and restrained bitterness. And the lack of haze and malt sweetness allows the hop flavors and aromas to tantalize your palate in a bold yet never overpowering way. There’s nothing savage about this brute - this IPA is well-refined and elegant.	",62,27,14,62,44,46,9,64,97,6,38
1407,Brut-Hero,IPA - Brut,7.0,3.81,30.0,"Notes:A new hero is soaring in from a completely new direction–the effervescent Brut-Hero, sparkling with white grape, passionfruit, and lemon notes and capped with an extra-dry champagne-like finish.	",33,14,6,30,45,57,4,93,48,7,24
1408,Brut IPA,IPA - Brut,6.8,3.73,30.0,"Notes:A style truly born of Californian roots, our Brut Extra Dry IPA has a very aromatic nose thanks to ample additions of Simcoe and Amarillo hops. Brewed and fermented with almost no residual sugars, a generous amounts of Chinook hops impart clean, citrus flavors with a moderately low bitterness. As “Brut” is the sparkling wine designation for being very dry, this IPA’s main attraction is the nice, dry finish that is perfectly balanced by fruity esters and a crisp malt backbone.28 IBU	",68,30,15,73,72,73,7,118,109,6,56
1409,Moral Panic,IPA - Brut,5.75,3.92,30.0,"Notes:Huge tropical hop aromatics with an exceptionally dry finish. A wealth of Galaxy and Citra hops added post-boil give this Brut IPA low actual bitterness and big tropical flavor. Fruity and citrus notes abound in this smooth and refreshing, Champagne-like brew. Moral Panic Brut IPA is well carbonated and spritz; drinks easy and finishes dry.30 IBU	",34,31,9,47,47,60,4,112,72,6,31
1410,Brut IPA,IPA - Brut,7.0,3.87,30.0,"Notes:Brut IPA is our latest deep dive into the ever more complex world of IPA. This bone-dry IPA features a light body matched only by its light bitterness. But don’t be fooled, this beer is exploding with juicy, citrus hop character in what is undoubtedly a fantastic voyage into unknown waters.	",44,23,6,57,64,70,5,121,96,7,41
1411,Juicy Brut,IPA - Brut,4.2,3.75,30.0,"Notes:Juicy Brut is a sessionable Ale with the best of both hop juiciness and brut dryness. It has a relentless tropical aroma emphasized by the increased carbonation level. This easy-drinking beer has a light body filled with tropical, juicy flavors before finishing dry.	",22,16,4,34,41,46,4,100,49,6,22
1412,The Brut Squad,IPA - Brut,6.1,4.03,30.0,"Notes:IPA is a fickle beast - now bitter, now hazy, now dry AF. Luckily, this is a trend we agree with wholeheartedly. The Brut Squad is bone dry, effervescent, aromatic, and remarkably civilized. Brewed with Idaho 7 and Citra Cryo hops.	",41,19,9,33,29,35,0,55,46,7,5
1413,Hoppin' Bubbly,IPA - Brut,6.5,3.74,30.0,"Notes:Collaboration with Miller Brewing CompanyHoppin’ Bubbly Brut IPA celebrates the classic malt bill from “The Champagne of Beers” and Terrapin’s affinity for IPAs. Innovative brewing and dry hopping techniques help create a beer that has a crisp, bone-dry finish and an aromatic hop profile. Pair with blue cheese or sharp cheddar. Also goes great with sausage, tenderloin, or terrine.HOPS: Cascade, Amarillo, Citra, MosaicMALTS: Moravian, Flaked Corn, Flaked Rye26 IBU	",38,23,4,60,50,45,4,84,81,10,52
1414,Dry & Mighty,IPA - Brut,6.8,3.69,30.0,"Notes:A citrus aroma balanced with hops and an effervescent , champagne-like mouthfeel.	",42,16,5,29,41,60,8,76,37,4,25
1415,Rouge,IPA - Brut,7.5,3.79,30.0,"Notes:We don't joke about beer. So while many thought it was an April Fool's joke when we announced Rouge, a Brut IPA blended with Pinot Noir juice and dedicated to typos, we knew it was real and it was spectacular. The label is an anagram of our name: Rogue. And it's been the most common misspelling of our brand since day one.We can't count the times we've received phone calls for a ""Rouge Alés"" and we relish the opportunity to recount that one time our brewer's yeast was accidentally delivered to the gentleman's lounge, Club Rouge in Portland instead of Rogue Eastside Pub & Pilot Brewery. Heck, we've even been guilty of misspelling our own name once or twice. It's such a common gaffe, we've even given it a term: ""getting rouged.""After 30 years of ""getting Rouged,"" we felt it was time to embrace our rougey roots and brew something delicious in honor of it.Rogue Innovation Brewer Michael King started with a brut IPA, a dry but aromatic example of the IPA style, combining 2-Row Malt, Corn Flakes and Rolled Oats. For hops, he selected Mosaic, Chinook, El Dorado, Strata, Rogue Farms Alluvial. He of course used our proprietary Pacman Yeast and Newport's own Free Range Coastal Water. And for a real Rogue (Rouge?) twist on it all, he blended it with Oregon Pinot Noir juice.The result is a crisp and semi-dry brut IPA co-fermented with Oregon Pinot Noir juice for a unique flavor and an added rouge hue. The finish is hoppy and delicious.	",19,10,9,27,44,26,0,47,29,1,7
1416,Moonwalk Brut IPA,IPA - Brut,6.2,3.9,30.0,Notes:,3,0,1,6,10,7,0,7,7,0,1
1417,Caged Wisdom,IPA - Brut,6.8,4.0,30.0,Notes:Yet another new IPA style. Fermented very dry with almost no residual sugar along with retained bitterness showcase the full flavor and aromas of the hops finishing clean and crisp.	,30,13,8,51,23,36,3,57,74,9,19
1418,Liquid Stardust,IPA - Brut,7.0,3.76,30.0,"Notes:BREWED FOR CHAMPAGNE STYLE ON A BEER BUDGETFestive and crisp, Liquid Stardust sparkles like few, if any, IPAs. Far-out waves of hop flavor and aromatics pack a celebratory punch, while the clean, champagne-like finish begs for another sip.	",19,8,6,16,12,26,0,40,17,1,7
1419,Batch 10000,IPA - Brut,14.2,4.2,30.0,"Notes:Double Brut IPA with mango and black currant celebrating the 10,000th batch brewed at Short’s. Powerful flavors of mango fruitiness and black currant tartness blend with alcohol notes from the high ABV. A huge amount of hops contributes to a palate coating body that smooths as you enjoy more. The burnt orange color is indicative of the warming finish	",19,22,11,30,44,62,0,109,45,4,24
1420,Fizzy Bizness,IPA - Brut,7.2,3.76,30.0,Notes:,29,19,8,23,27,31,3,58,30,8,15
1421,Extra Extra Double Brut IPA,IPA - Brut,8.0,3.91,30.0,Notes:,18,17,5,34,32,34,3,66,56,6,27
1422,Brut IPA,IPA - Brut,7.0,3.34,30.0,"Notes:Champagne and IPAs. You’d think these two libations would have nothing to do with each other, but we thought we’d join ‘em in hoppy matrimony. Brut IPA is very light bodied with a clean, dry palate thanks to lively citrus and white grape notes from Amarillo and Hallertau Blanc hops, plus a bit of malts. It’s bubbly, sparkly, low carb, hoppy… and heck, elegant. Drink with an open mind and we’re sure you’ll love this extra pale wonder.Malts: Pilsner, Malted Wheat, Acidulated MaltHops: Amarillo, Hallertau Blanc, SimcoeIBU: 26COLOR: Extra Pale	",11,13,0,26,11,23,2,27,25,0,23
1423,Black Tie Optional,IPA - Brut,6.4,4.06,30.0,"Notes:Brut IPA brewed Amarillo, Cascade, and Citra with a ridiculous amount of Peach and Blood Orange. Inspired by brunch cocktails like Bellinis and Mimosas, we brewed it with a simple malt bill of pilsner and added flaked rice to lighten the body and add a subtle coconut creaminess to the flavor. We added a small amount of cascade to the whirlpool, then fermented on over 2lbs per gallon of peaches and ½ lbs per gallon of blood oranges. Black Tie Optional fermented to 0 degrees Plato for an extremely dry finish that really allows all that fruit to shine. We dry-hopped with Amarillo and Citra to compliment the fruit and tie all the flavors together.	",15,10,5,13,17,45,0,53,9,0,6
1424,Daymaker,IPA - Brut,6.0,3.5,30.0,"Notes:Break out the bubbly, it's time to celebrate! Daymaker sparkling Brut Rosé IPA is a crisp, dry and refreshing toast to the best days, the not-so-great days, and everything-in-between days because every day is a reason to celebrate if you ask us. So go on, make a day of it!Malts: 2 Row PaleHops: Hallertau blanc, Melon, Saphir, Lemon Drop15 IBU	",11,3,0,8,5,4,0,7,10,2,4
1425,Stratosbeer,IPA - Brut,7.0,3.68,30.0,Notes:,16,9,0,10,8,7,5,13,14,7,9
1426,Mighty Cascade,IPA - Brut,5.4,3.66,30.0,"Notes:Hooray for the Cascade hop! The hop that changed the beer biz. This Brut IPA uses champagne yeast to create a crisp, dry IPA with a citrus backbone. The mighty Cascade hop helps deliver it’s classic floral aroma and spicy citrus notes on the finish. Dry and deliciously drinkable!	",35,6,9,31,28,31,1,52,46,2,8
1427,Brut IPA,IPA - Brut,7.1,4.04,30.0,Notes:,10,10,1,8,9,22,0,27,10,0,2
1428,Black Tie Required,IPA - Brut,6.8,3.92,30.0,"Notes:Black Tie Required is our 6.8% Brut IPA brewed with Belma hops and conditioned on Raspberries and Strawberries. Similar to Black Tie Optional, we used a light base malt of pilsner and rice then fermented it down to 0 degrees plato for a super-dry finish. Towards the end of fermentation we added over 2lbs per gallon of Raspberries and Strawberries to the fermenter, then dry-hopped with more Belma hops. Black Tie Required is big on raspberries and strawberry flavor from the large dose of fruit and accentuated by strawberry, citrus character of the Belma hop, but drinks dry and slightly tart from the low final gravity and acidity of the fruit.	",17,3,5,12,24,22,0,39,14,0,5
1429,Brütiful Day,IPA - Brut,7.2,3.86,30.0,"Notes:This Brüt IPA was brewed to perfection with unrivaled Nelson Sauvin hops, conveying aromatic notes of mango, pineapple, white grapes, and black pepper. Your taste buds will celebrate its crisp, dry, and refreshing finish balanced by a light bitterness and a touch of bready malt character. Make every day Brütiful!	",22,8,2,11,29,25,0,56,18,6,11
1430,Brut IPA,IPA - Brut,6.5,4.05,30.0,Notes:An extra-dry India Pale Ale brewed with Galaxy hops.	,12,6,0,10,12,14,0,23,12,1,5
1431,Dry Skies,IPA - Brut,6.8,3.87,30.0,Notes:,16,3,4,18,7,13,2,18,19,0,6
1432,Rinse / Repeat - Brut IPA With Galaxy,IPA - Brut,7.0,4.05,30.0,"Notes:Brut IPA hopped with Galaxy. Juicy, aromatic, and bone dry.	",13,17,3,19,22,21,0,52,13,0,8
1433,Champion Brut,IPA - Brut,7.0,3.97,30.0,Notes:A dry IPA featuring Amarillo and Citra hops	,18,11,3,29,39,30,4,82,40,4,31
1434,Brut IPA,IPA - Brut,7.0,3.75,30.0,Notes:,6,6,0,6,2,5,0,4,8,1,7
1435,Fancy Stuff,IPA - Brut,6.6,3.75,30.0,Notes:Collaboration with Fort George Brewing	,12,7,0,15,9,16,0,21,12,0,12
1436,Champagne Hopi,IPA - Brut,7.3,4.08,30.0,"Notes:Our first iteration of a Brut IPA. Employing an enzyme to assist a neutral ale strain in fermenting all available sugar in the wort, this IPA is bone dry, yet incredibly drinkable and hopped with Mosaic, Citra & Azacca. Carbonated high for an effervescent, refreshing enjoyment.	",6,1,0,14,3,4,0,5,12,0,0
1437,Ten Tickles,IPA - Brut,7.8,3.63,30.0,"Notes:Ten Tickles is a Brut IPA brewed with blackberry, blueberry, and lemon. Deep pink in color with a slightly pink head carrying aromas of tart berry and dank citrus. Fruity flavors shine in this beer. Leading with a slight tartness before blending with grapefruit citrus and jam-like berry, this medium-bodied beer has lively carbonation making the flavors pop before finishing dry.How many tickles does it take to make an Octopus laugh?51 IBU	",26,9,2,31,65,82,3,110,44,7,21
1438,Mello Hello,IPA - Brut,5.4,3.75,30.0,"Notes:A Juicy Brut IPA packed with notes of pineapple, orange, peach, and mango—just in time for Spring. Two worlds collide with this Brut-style IPA that meets juicy New England. This bright and bubbly beer exhibits notes of pineapple mango juice, candied peach and orange compote. The dry body acts as the perfect backdrop for these juicy hops to mellow out with the bright effervescence.	",20,16,8,28,46,39,5,101,43,4,26
1439,Brutal Doodz,IPA - Brut,7.0,4.18,30.0,"Notes:Brut IPA with Galaxy, Simcoe and Ekuanot hops.	",3,3,0,3,2,5,0,7,6,0,0
1440,Juicy Contradiction,IPA - Brut,7.5,3.9,30.0,"Notes:We took all the best bits of a New England IPA, and a Brut IPA, and mashed it up into one incredible beer. Enjoy the juicy, hoppy deliciousness of Mosaic, Simcoe, and Columbus hops without all the bitterness. The crisp, bone dry finish will have you craving that next sip.	",20,13,3,36,23,34,4,67,57,5,28
1441,BroMosa Tangerine IPA,IPA - Brut,7.1,3.81,30.0,"Notes:We brewed the ultimate beverage for the bro (or sis) that isn’t into sweet bubbles served in pretentious, highfalutin glassware. BroMosa is a dry-hopped juicy IPA with a name that makes it socially acceptable to drink in the morning or any time of day. Expect a strong punch of tangerine flavor followed by a dry and hoppy finish that even the self-proclaimed “IPA-hater” enjoys. *Made with Champagne yeast.	",4,0,2,5,6,4,0,10,5,2,0
1442,Brut Rose IPA,IPA - Brut,7.0,3.72,30.0,Notes:Collaboration with Ascension Brewing Company	,26,12,3,26,43,58,3,94,61,4,24
1443,Brut of All Evil,IPA - Brut,6.5,3.7,30.0,Notes:,2,3,0,0,0,1,0,1,0,0,0
1444,MFIPA: Mosaic Brut,IPA - Brut,5.8,3.95,30.0,Notes:India pale ale inspired ale brewed with Mosaic hop lupulin powder.	,36,19,6,41,45,104,3,95,46,10,25
1445,Brut-Y Pellets,IPA - Brut,6.5,3.9,30.0,Notes:,7,1,2,8,5,4,0,9,7,2,1
1446,Cosmic Ocean,IPA - Brut,7.0,3.89,30.0,"Notes:Our 2019 ART SERIES has evolved to feature photography submitted by our Instagram fans. The first winner our contest is Anthony Drake, a southern California-based outdoor and lifestyle photographer. Anthony’s stunning photo of the night sky over the beach is the inspiration for “Cosmic Ocean”.Cosmic Ocean is a single-hop Brut IPA. Mosaic hops give the beer bright grapefruit and pineapple notes bolstered by a slight coconut flavor from the addition of toasted rice flakes. True to brut fashion, Cosmic Ocean finishes bone dry, with an effervescent and refreshing finish.Cosmic Ocean is the first in series of four beers in the 2019 Art Series. We’re proud to be supporting emerging artists whose roots perfectly align with our stay coastal lifestyle.Food Pairings: Cheese Steak, Flat Iron, Jambalaya Pasta	",6,7,2,17,6,16,1,24,26,1,10
1447,Tickle,IPA - Brut,7.9,3.52,30.0,"Notes:Made with white grapes, dry hopped to perfection, and carbonated to make it bubbly, this Brut IPA is a one of a kind champagne of beers!	",8,2,1,7,9,5,0,13,13,0,4
1448,Brutus Xtra Dry IPA,IPA - Brut,7.5,3.79,30.0,Notes:,3,5,0,3,4,5,0,7,3,0,5
1449,Science Magic,IPA - Brut,7.1,4.24,30.0,"Notes:Our take on the enigmatic style of Brut IPA. Full bodied, with a crisp bone dry finish. Mecca Grade, malt raw spelt, citra, centennial and motueka hops.	",30,18,4,38,30,36,6,75,53,5,38
1450,Dank Tank: Et Tu Brute?,IPA - Brut,7.5,4.01,30.0,Notes:,1,1,0,3,8,5,0,6,4,1,1
1451,Goose IPA,IPA - English,5.9,3.72,47.5,"Notes:Our India Pale Ale recalls a time when ales shipped from England to India were highly hopped to preserve their distinct taste during the long journey. The result is a hop lover’s dream with a fruity aroma, set off by a dry malt middle, and long hop finish.55 IBUs	",10,20,7,34,19,34,0,34,48,5,20
1452,IPA,IPA - English,5.9,3.64,47.5,"Notes:We started brewing this beer as a summer seasonal in 1993. There were some great IPAs out in the Pacific Northwest, but no local IPAs on the east coast. We wanted to have a local IPA, so we brewed one. People absolutely loved it, and so did we. So we made it a year-round beer, and it’s now our bestselling beer and our flagship.Since its introduction, Harpoon IPA has remained unique in its ability to balance hop bitterness with a strong malt backbone. Dry-hopped with Cascade hops, it has a floral hop aroma and a finish that is bitter (it is an IPA after all!) without being harsh or astringent. Combined with a malty sweetness and the fruity esters of our proprietary yeast, those hops create a beer that is wonderfully hoppy but clean and refreshing enough to enjoy a few of - and we hope you do.42 IBU	",17,31,13,74,35,31,0,39,110,8,61
1453,Commodore Perry,IPA - English,7.7,3.91,47.5,"Notes:A medium-bodied and well hopped India pale ale with a dry, fruity finish. Named in honor of the hero of the Battle of Lake Erie during the War of 1812. ""Don't Give Up the Sip!	",11,29,11,51,47,40,1,45,82,6,42
1454,East India Pale Ale,IPA - English,6.9,3.65,47.5,"Notes:Plenty of IPAs will promise you the moon and the stars, looking to seduce you with words of smashing bitterness and hops everlasting. Actually, we're not here to ""blow you away with a lupulin cannon,"" or ""peel the enamel off your teeth."" East IPA is a clean, drinkable IPA that's packed with flavor and offers a bold balance, not a smack in the head. American hops soar in the bright piney aroma, while East Kent Goldings hops bring the taste of stone fruits and firm bitterness from IPA's ancestral British home. Give our East IPA a try with some rich crab cakes or salmon, strike up a conversation with farmhouse cheddars, and find harmony alongside spicy dishes. East IPA's blend of tradition and exuberance sets the standard for hop-driven deliciousness.	",20,33,10,73,28,35,2,36,92,8,53
1455,Brutal,IPA - English,6.2,3.99,47.5,"Notes:Formerly known as Brutal IPA, Brutal Bitter Ale, and Portland State IPA (2010).An Imperial bitter with exotic traditional floor malts, citrusy, hoppy flavor and stupendous hop aroma. Rogue brewmaster John Maier describes his Brutal IPA as a cross between a Very Extra Special Bitter and an Indian Pale Ale. Hedonistic!8 INGREDIENTS: 2-Row, Carawheat, C15 & Rogue Farms Dare™ & Risk™ Malts; Rogue Farms Alluvial™ Hops; Free Range Coastal Water & Pacman Yeast.15° Plato / 46 IBU / 81 AA / 13° Lovibond	",10,21,7,73,39,36,0,46,86,1,55
1456,India AleSamuel Smith Old Brewery (Tadcaster),IPA - English,5.0,3.7,47.5,Notes:,21,30,6,53,42,28,1,33,86,12,53
1457,Blackheart,IPA - English,8.5,4.05,47.5,"Notes:A throwback historical ale brewed when English IPA's were hopped up to last the long voyage from England to Colonial troops in India, using English malts, English hops, English yeast and aged slightly on toasted oak for a 19th century taste.78 IBU	",18,50,22,80,42,58,1,57,119,15,77
1458,Blind Faith,IPA - English,6.2,3.56,47.5,"Notes:An ale of enlightenment created to aid in deciphering the puzzles along life's road, and to interpret signs in the voyages of the spirit. Blind Faith is an extremely well-balanced India Pale Ale with a crisp, refreshing hop bitterness and a deep malt body to match.60 IBU	",13,41,11,56,47,69,0,72,95,4,71
1459,Long Trail India Pale Ale,IPA - English,6.0,3.61,47.5,"Notes:Real India Pale Ale (IPA), as it was first brewed in the days of the British Empire, was not the carefully filtered brew that we call IPA beer today. The first IPAs were unfiltered and featured extra hops and higher strength as a preservative for the long trip from England to the colony of India. Our Traditional IPA ale is naturally carbonated, dry-hopped & unfiltered like the old days.42 IBU	",13,24,7,66,27,39,0,41,84,3,32
1460,Monkey Fist,IPA - English,6.9,3.41,47.5,Notes:,10,18,10,45,28,49,0,58,78,4,33
1461,Fuggles IPA,IPA - English,5.8,3.26,47.5,"Notes:Fuggles is a single-hopped, dry, crisp ale that is wonderfully balanced and deceptively smooth.	",29,51,10,85,53,74,3,73,136,11,69
1462,HopFish IPA,IPA - English,6.2,3.57,47.5,"Notes:The Hopfish -- a brilliant little thing. Catch one, and reminisce about the classic days of IPAs fortified by multiple additions of hops, and balanced with the residual sweetness of caramel malts. The Hopfish is always ready to take on the harsh conditions of the even changing beer world.	",9,30,5,62,48,29,2,44,104,5,79
1463,Guinness Nitro IPA,IPA - English,5.8,2.99,47.5,"Notes:Made in Dublin, Ireland at St. James's Gate, Guinness™ Nitro IPA is brewed with Irish barley malt, a touch of roasted barley and five hop varieties — Admiral, Celeia, Topaz, Challenger and Cascade. The Challenger, Cascade and Topaz hops are dry-hopped to accentuate a sharp citrus aroma. The beer's blend of CO2 and Nitrogen helps to balance out the profusion of hop flavors, while also creating the signature surge and settle made famous by Guinness™ Draught. The IPA is brewed with the same unique Guinness yeast strain used to ferment all stouts at St. James's Gate.	",9,43,4,47,20,19,0,19,57,1,32
1464,Lost Sailor India Pale Ale,IPA - English,5.8,3.85,47.5,"Notes:You don’t need a compass to find your way to our flagship India Pale Ale. This classic British-inspired IPA boasts a well-rounded malt profile, complex floral and citrus aromas, and generous Goldings dry hopping. Well balanced between malt sweetness and hop bitterness.	",11,32,4,61,52,21,1,25,85,1,51
1465,IPA,IPA - English,6.0,3.54,47.5,"Notes:Dry-hopped with Columbus hops in our open fermenters, our IPA boasts a bright floral aroma and flavor reminiscent of pine and lemon peel. The pronounced hop bitterness is balanced by a medium-bodied caramel and biscuity malt character with a nutty finish. It showcases many subtle earthy bitter notes, rather than the resinous citrus-rind bite often featured in many American-style IPA's.1060 OG; 41 IBU	",16,48,13,92,45,73,1,90,137,9,90
